t_s,I_A,P_device_W,V_V,SOC,T_C
9429.0,1.5717554420948199,5.452254106951077,3.461636804443809,0.11394959055484434,33.32890782230231
9430.0,1.4284026117137567,4.944611052271999,3.46544816226544,0.11385039592903089,33.32744663523732
9431.0,1.5545428549209943,5.3871876797488305,3.461587995879357,0.11374244156410582,33.32924425053238
9432.0,1.3170166005063009,4.55896885468645,3.46816905184546,0.11365098207795954,33.32497351688039
9433.0,1.5621439210429835,5.417779201489793,3.4609795782782755,0.11354249986122045,33.32700399192254
9434.0,1.3830328417011253,4.786648421215766,3.4658398612860046,0.1134464559138801,33.32439812592128
9435.0,1.5491856088606755,5.369229235719958,3.4608632476391854,0.11333887357993143,33.32607543718268
9436.0,1.4893052835493874,5.154281920350931,3.4622616117768747,0.11323544960190716,33.32616673842654
9437.0,1.404809549237048,4.863818174181007,3.4644561402815235,0.11313789338321016,33.32412585646682
9438.0,1.4512780368792308,5.027889106121966,3.462938536090475,0.11303711018620466,33.32329162123045
9439.0,1.5466331502186035,5.355895537087011,3.4599321916724133,0.11292970510632837,33.32487979711192
9440.0,1.4976502569635275,5.181768335934571,3.461012620140667,0.11282570161626146,33.325180122937695
9441.0,1.5386606402854743,5.325323894141746,3.4595338244536293,0.11271885018290831,33.32653704603683
9442.0,1.6600306477019742,5.742932175354646,3.455658297376852,0.11260357027681787,33.33099608012725
9443.0,1.3545110985191353,4.680727516486685,3.4640814195654968,0.11250950700608739,33.32760861999486
9444.0,1.626741144322587,5.635163772490587,3.4560540689079753,0.11239653887106497,33.33125006566439
9445.0,1.499197257320145,5.181306781256964,3.459331155761639,0.11229242795041773,33.33152523216546
9446.0,1.4107827686212235,4.880364785503062,3.4616349239939406,0.11219445692481904,33.32958597022167
9447.0,1.3724456843637447,4.750905912278303,3.46259093115196,0.11209914819673823,33.326707690107924
9448.0,1.4709401093106964,5.09326388276689,3.4596003787706917,0.1119969995780361,33.32634489812733
9449.0,1.568532327281554,5.426495033577338,3.4565044884245477,0.11188807372197489,33.32844825867386
9450.0,1.4788741866256438,5.11173526388674,3.45874397746261,0.11178537412568144,33.32822270904239
9451.0,1.6200523992483853,5.6033464790742045,3.454369902105665,0.11167287048684475,33.33163392316271
9452.0,1.3648356796157373,4.714647292984533,3.46137481456425,0.11157809023131589,33.32849207724388
9453.0,1.4868003586297711,5.146373315646184,3.4577119652029844,0.11147484020641103,33.328513901635745
9454.0,1.380763352969394,4.774281966676065,3.460535182533956,0.11137895386245482,33.325815607257425
9455.0,1.5197330145149843,5.259089564787491,3.456347969548033,0.11127341684755794,33.326681153930224
9456.0,1.5669910161671072,5.41606621702919,3.454652505384949,0.11116459802699079,33.32871115190625
9457.0,1.4542045702324233,5.023771461895684,3.457565496780967,0.11106361159850242,33.32784087878173
9458.0,1.2635294536225572,4.36873584301186,3.4629002661694273,0.11097586649755642,33.32220607553296
9459.0,1.5044280931029441,5.209684444038949,3.4558860965917897,0.11087139232442428,33.322719196414994
9460.0,1.5281237338025173,5.281021565520053,3.454887641144717,0.11076527262068799,33.323767536917785
9461.0,1.5257481498709347,5.27128842648851,3.4546206617763953,0.11065931788805805,33.324740987455186
9462.0,1.5980726100062859,5.5207346575466465,3.452179926109575,0.11054834062347428,33.327559691310114
9463.0,1.3987347124015517,4.828683896105286,3.4575727569721,0.1104512062684464,33.32526967394932
9464.0,1.548503880602024,5.354064831635135,3.4530430826157685,0.11034367127673791,33.32684442593967
9465.0,1.5950430162519516,5.5077522537433925,3.4513285210244695,0.1102329044006093,33.329560153535226
9466.0,1.3375787603747835,4.616423724798045,3.4584254468868654,0.11014001698669439,33.325717028288295
9467.0,1.5168450580589603,5.245895547775693,3.4531169855178496,0.11003468052432917,33.3264889192119
9468.0,1.4476040260617056,4.998746050697699,3.4548187400882093,0.10993415246696378,33.32544687252357
9469.0,1.4835925076458976,5.125543198069507,3.453540875408052,0.10983112520948837,33.3253384633897
9470.0,1.521424860633995,5.254302945061501,3.4521611795909815,0.10972547070527769,33.32618174445747
9471.0,1.449477927145568,5.003831430765935,3.453934349229802,0.10962481251589258,33.32517970250302
9472.0,1.43236294498612,4.947287576251517,3.4542014019761713,0.10952534286693522,33.32376499438607
9473.0,1.4939041256523713,5.160245725246408,3.452193932113171,0.10942159952487603,33.323920332524665
9474.0,1.3973219098349958,4.82382621834116,3.4547170454510083,0.10932456328113747,33.32161058819361
9475.0,1.3964247716572822,4.824252461334445,3.4545723162157826,0.10922758933866127,33.319310604752445
9476.0,1.5497756291730025,5.353811984886951,3.449923402837559,0.10911996603107979,33.320914325621175
9477.0,1.3928894147330917,4.805361789452403,3.4541255070889263,0.1090232375995011,33.318485817456576
9478.0,1.5488417370165442,5.349893750272764,3.4494037689380574,0.10891567914554161,33.320064846943126
9479.0,1.5332439291339914,5.288777387856186,3.4494838349555708,0.10880920387268507,33.321192414488166
9480.0,1.342884385896096,4.632257981362821,3.454686261277538,0.1087159480125534,33.31750272062544
9481.0,1.4318899692124314,4.946730604299304,3.451982805053225,0.10861651120913587,33.31611616661229
9482.0,1.5956721490185064,5.508232820914212,3.446975097567106,0.10850570064323181,33.31888408490073
9483.0,1.408669979683126,4.855650340658096,3.4519924081800113,0.10840787633908715,33.316835666082284
9484.0,1.4515323699535472,5.010678721307184,3.4505467956137217,0.10830707548006259,33.31592465422568
9485.0,1.5326899130011433,5.288618267975569,3.4479250373207257,0.10820063868054862,33.31706722538161
9486.0,1.5618138719655306,5.385017152784779,3.4467164485612147,0.10809217938388435,33.31892290670322
9487.0,1.4722819268480727,5.074538334186651,3.4489359402134836,0.10798993758340879,33.31847966313785
